0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
256,294803
257,70467
258,26987
259,26413
260,217835
261,1831423
262,1006206
263,21861260
264,4023734
265,78029
266,212258
267,74656
268,77792
269,75692
270,20993
271,379827
272,8112560
273,402884
274,511550
275,601274
276,4151898
277,3462684
278,7492783
279,100243143
280,138618
281,50887
282,25578
283,360882
284,511032
285,48239658
286,362335
287,120629354
288,522424
289,84472
290,246012
291,22968
292,27031622
293,115419
294,108144227
295,829349
296,84961
297,1057564
298,5761948
299,40509161
300,81614
301,766250
302,522655
303,4650376
304,17591792
305,819014
306,7920256
307,423771
308,29354582
309,1195012
310,436284695
311,7779640
312,1619988
313,20814367
314,59825027
315,120847985
316,15415
317,4826130
318,83144
319,11030811
320,1966372
321,200476
322,722994
323,1615223
324,7997
325,19663311
326,316798
327,46807618
328,4605465
329,517046
330,6857403
331,1616642
332,298345
333,213601
334,1635549
335,1317582
336,12395106
337,764470
338,896666
339,31012105
340,13982
341,16422350
342,1685140
343,170286748
344,1760499
345,9675103
346,13577646
347,53479144
348,988285
349,445426
350,50443928
351,33950052
352,81919
353,511499
354,186948
355,8275
356,123399
357,11149
358,1383598
359,224249
360,107426
361,416755
362,3667699
363,36299
364,10748
365,355805
366,576
367,3826
368,32558
369,1200572
370,136859
371,1233748
372,131908
373,6346
374,2631302
375,1086312
376,63860
377,300664
378,281844
379,287890
380,45185
381,33185
382,8119
383,5723
384,3133
385,1025
386,975762
387,6765081
388,239
389,275048
390,41912
391,2064913
392,23738
393,9039
394,32439811
395,26562498
396,793
397,23269
398,6162
399,624559
400,1791
401,2379118
402,741902
403,12441730
404,6410
405,14862033
406,160250
407,13847624
408,20009
409,1748392
410,8479114
411,52731315
412,83526
413,6061342
414,49916
415,5679690
416,62012
417,21596
418,774151
419,115144
420,6160
421,9955
422,13472
423,58447
424,830318
425,540158
426,25725837
427,34593796
428,1732
429,283622
430,935
431,6636885
432,36444
433,80108
434,367843
435,969040
436,16966
437,2693
438,47515
439,124291
440,4636131
441,41631300
442,19073217
443,183720776
444,70085
445,27730597
446,35511
447,56290783
448,42234
449,61506
450,17966
451,177709
452,5907
453,10346670
454,76501
455,10277548
456,101884
457,89174
458,187340
459,53682
460,41283
461,93249
462,3004027
